"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2010960.94257785,9.95646929368377,11.1716688494198,10.7517873870675,11.7659186015371,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0
7847308.81154948,8.62743044295348,6.6105080107227,9.72628799965605,12.2980940307025,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
889788.655725303,11.5278404552955,6.57884120382369,10.2176734304521,8.01732863578945,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2268793.89545617,11.2077605635859,9.53988951281644,11.4368848185986,9.52790630655363,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0
3330536.58700931,10.7226177640259,11.9842173906509,7.19634941616096,11.5150999166071,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
1673265.73741708,9.40572784561664,8.77526267315261,11.5203341653105,6.40626080916263,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
1662106.64095754,6.59119190718047,8.38628506404348,12.7226022023242,7.64372715144418,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0
1415424.48557267,10.5013567348942,8.18662121379748,9.03550862893462,10.7284069727175,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
572601.834580601,11.6868870088365,9.47243746533059,12.0836911306251,7.89005750487559,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1
4773128.09831622,11.2086181996856,11.9921622604597,6.46134711662307,9.32372557860799,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0
3444419.28860517,11.0116947798524,10.7911730019841,11.0598491211422,10.2013857716229,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
5751420.73360133,7.26343389321119,9.97431335202418,12.6322756414302,10.8803381635807,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
3581188.05180383,11.9986394383013,6.3741214342881,10.0853888662532,11.8016985680442,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0
2421818.04453163,11.799036251381,6.66552979871631,12.2061689738184,11.8358042440377,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
3561140.70142859,7.85239544813521,7.15793580468744,9.94015233241953,10.3927822900005,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
644151.33882606,6.3043899461627,8.86745523312129,6.71143940300681,6.88849858986214,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
9012226.70106446,10.4238138066139,8.62819483247586,7.81139447679743,12.7718096352182,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1995223.33840516,9.82819634187035,8.10671177040786,10.3240337755997,9.85081471526064,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0
1673324.48777219,11.9539145966992,6.86894072615542,9.00540956179611,12.2220345954411,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3719849.56854148,11.1125425740611,7.5219417756889,11.242888470646,12.7268744220491,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
1924231.92061719,9.84899589605629,6.12279624538496,12.2125253677368,8.16218497790396,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1
774118.812957497,12.767770431703,10.1935688194353,10.4572184178978,10.1386628688779,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
3634081.34361651,11.883922776673,6.90619041374885,12.9582264639903,12.4468827224337,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0
3533061.01084775,7.39128915942274,7.35687893466093,8.62354696332477,10.4831275676843,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1
3526830.27327024,10.497291698819,11.2097374536097,7.84259239421226,8.73365393583663,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
2549578.05536919,6.76763516105711,8.18248278228566,6.28735525533557,9.68253907142207,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
1471750.69701906,7.95781078119762,10.5244401742239,8.63187752710655,6.22364720143378,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2539853.00446073,10.1086732111871,6.01971495011821,12.5488334104884,10.5786193970125,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
3867986.14786026,10.9909817117732,11.6682603624649,9.9991002457682,10.4746332108043,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
3798634.27632244,7.33005837793462,10.8866843043361,6.65865625487641,9.89397706836462,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
732949.600853752,9.71584644471295,7.28617489873432,10.5125185146462,9.61797463800758,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1
934727.377713426,12.05303524388,8.33609746070579,9.59737898339517,7.96574766165577,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2428363.24083281,12.0716943137813,7.98119884426706,6.4960176537279,10.0737706585787,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1
4734361.48627689,11.7173835844733,10.9211446736008,8.85880530718714,11.9496698279399,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
2101090.58622617,9.36756626702845,11.5415347141679,9.24082669685595,11.8107233822811,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1082201.99967499,9.34862148249522,12.6195278353989,9.79393558576703,9.38697494729422,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
2335493.35623526,7.04577657626942,7.16213385644369,7.06835947511718,7.9989255364053,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
4447537.12510118,11.5339256594889,12.9813725941349,7.49265823187307,12.8894882125314,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
11151265.8474035,10.9143594771158,11.8801291405689,6.75353994825855,12.7887639924884,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1
1640382.6381636,11.536373634357,11.4830503640696,12.8773322883062,10.0754529905971,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2413900.68345686,12.5415399579797,6.92580172885209,7.93632344854996,10.9012307198718,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0
1970175.45570845,10.70305936574,8.1883585259784,12.3884642478079,9.02408326743171,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0
2432662.65139165,6.32742570200935,8.87997892335989,12.4978087279014,9.66819559386931,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
2778130.54293503,7.71960745053366,10.6199402553029,9.55030797817744,8.2900276130531,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
3265753.18815761,8.68314163922332,8.64383579720743,9.52966274623759,12.223268433474,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1
3690955.42605726,11.7585753370076,6.64079900970683,11.1816709493287,11.9918057417963,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
8019221.76888894,8.7969514655415,7.73347509233281,7.35556907393038,9.16101649776101,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1905757.40754599,9.9434170415625,12.6253628092818,11.0590511802584,7.43433036678471,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5956192.24496057,7.7510903980583,12.5818025809713,7.78264950681478,10.2792238495313,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
3112184.76678933,12.9487509946339,7.93919738847762,7.55883371899836,10.4183239589911,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3983796.96018463,6.20530324149877,7.98110387986526,12.3286623442546,8.71935038873926,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1
131288.961578106,8.38976869313046,7.570625358494,8.22496307757683,6.63020058511756,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
1209748.49908297,11.6531374277547,9.71677920548245,11.3128635622561,8.9302298205439,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0
3923186.20636899,7.8994008093141,11.8109352402389,11.8575172636192,10.6502980228979,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
1130571.97512223,9.48512163199484,6.26482382114045,12.6167452889495,6.35897619230673,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1
2181750.90567444,11.0289452744182,11.1752065850887,10.391823222395,11.1536169962492,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
503195.601926022,12.3012400013395,9.0407027809415,7.95305044180714,11.5109852673486,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0
430549.036728066,12.9632534899283,9.90534629253671,6.87620304920711,10.1424322663806,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2779749.43310384,7.69612532109022,7.5156599637121,11.133184896782,12.2101709686685,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3253106.47459708,12.0565246767364,8.2702826319728,12.5730339230504,10.2173811313696,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
6128745.82892882,8.08558221301064,9.90521241142415,8.91729650576599,12.3705678121187,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
3600413.21608809,8.79594465414993,6.89798281458206,12.4879957109224,10.6634470827412,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0
3299166.72159563,11.7797932319809,6.52473100693896,9.06663394463249,12.2318954523653,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
1784976.7283829,8.62119703809731,10.674980965443,11.5450323254336,12.3153652793262,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
1527202.29373804,7.79528857325204,10.5515060734469,8.56451235362329,10.1513361060061,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1446302.43475202,12.6697273852769,9.65633479645476,11.1540921849664,6.88735724706203,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
434027.225306593,10.5687042688951,8.47823320399038,8.59908082685433,7.17553987773135,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
3152691.40641674,12.3859329307452,10.5188047206029,6.35417162626982,10.0785955761094,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1
1613306.4608526,11.5529896013904,12.3072320306674,8.96054331911728,11.6751667161006,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
3603511.72305761,12.0894067629706,7.90648651588708,10.2308296321426,12.2540883284528,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5427712.29388335,7.73382939444855,6.2451306420844,11.4538346352056,11.6228778744116,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
962819.022942499,9.27774983318523,7.22201254707761,8.69462550780736,9.09175090515055,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
3572434.83036833,10.3655249853618,7.29128414066508,7.88555800751783,11.3788481003139,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
364168.737532493,9.84950654790737,10.3988451168407,12.6887921909802,6.75789650110528,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
760184.583282599,9.6368273771368,11.5769787677564,8.71338972030208,7.3526657614857,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1
4703174.96852698,7.65513516683131,12.1904913431499,7.75864093750715,7.97915004682727,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3719591.30579447,6.50494971033186,9.44743133871816,10.9107505592983,11.4418748118915,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
2537237.35552715,6.68327537225559,12.6203885893337,10.6729814275168,12.0390275570098,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4501078.82550627,12.1832069670781,12.9771818618756,8.8258666973561,12.7185419904999,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1
4587908.97287223,9.94940605899319,7.83023696928285,12.862718828721,11.3851156742312,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3635332.4986841,8.59444116055965,11.7210783120245,11.3490526692476,11.2148105152883,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2779797.58688778,9.4580239513889,11.3793524496723,8.97948392643593,10.1370016005822,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1
1768106.93851539,12.5142523290124,12.8479582441505,7.9418494340498,7.34596664854325,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
1780794.59889742,8.55693614785559,6.28538532624952,7.47338566719554,11.6894094694871,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
1898846.57700819,11.1517814078834,6.74903517356142,7.57587591186166,10.120757433353,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0
4632210.28738065,9.41142504964955,7.27930579939857,6.67098974413238,12.8788636473473,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0
1236055.49421771,8.34079009434208,7.68701847828925,12.0104078496806,11.1778092212044,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
1343568.49469764,9.16540000285022,7.34531244751997,10.5324501681607,7.91223007510416,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1371992.71838939,8.53758111130446,6.00326093938202,7.32540101837367,7.71788039803505,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
1382162.01675403,7.4055892562028,11.3956489225384,10.716672477778,8.73307151021436,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0
4178671.80498913,6.56970871589147,9.67314896523021,9.44361435878091,10.8696511667222,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
2065389.04861368,8.39061404531822,10.0973800586071,11.2860772609711,12.4453310510144,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1163116.36460368,10.7076360674109,11.9693818558007,12.4759463081136,6.51633354416117,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
1583155.63005398,9.83387632365339,8.89156722230837,10.4799569151364,9.73980022128671,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
2278645.01619834,12.5761769583914,8.96418379503302,9.44688985240646,10.4458987661637,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
901307.509523952,10.618358109612,6.99983337172307,9.43565375474282,8.58381156413816,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
3963617.72577789,6.67925768555142,12.2986884925049,7.36089255823754,9.07504872581922,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
993420.245312783,8.17105506407097,7.08365083648823,10.4798804849852,8.79999280534685,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
545944.937719286,10.1414509664755,7.59969347342849,8.4690157554578,6.52015995746478,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1263708.67355683,7.13337424583733,12.421921425499,9.88050187937915,9.13989262515679,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
270106.61240618,11.2440583400894,8.38023331831209,11.8181399379391,7.68439640337601,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
4156520.09207728,8.74850873998366,11.2239179448225,10.0454338658601,10.207031608792,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
7400842.2881695,6.79113516793586,6.09861334459856,8.46777513739653,11.7636698617134,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
1428811.40462723,8.25398573209532,10.1138412535656,10.8056115873624,7.94486544816755,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0
2553408.14389596,11.874209334841,8.26078385789879,7.47769660153426,10.6297083268873,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2398848.89227017,10.81309931539,9.56067330343649,10.9062806381844,9.39770736708306,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1
1752860.97422328,9.24918758822605,7.50858858972788,11.0132258341182,8.40509498142637,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1316981.3946653,11.8315774749499,6.21455659647472,9.24822959629819,10.8963063005358,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1509301.10432111,9.82305682287551,11.6832355805673,8.45115983206779,9.4179944684729,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
545198.483538043,8.06527175800875,12.4860518849455,7.02620063629001,7.52442203718238,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
1744761.96690006,12.9794190740213,7.66400166251697,8.22207326325588,10.4590135184117,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
1673344.54949039,12.3478901102208,7.27780079445802,12.866101432126,9.28839193191379,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1904430.13186199,6.9501394147519,11.8090248906519,10.552057415247,11.1241656760685,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
1420098.07167588,7.91380034922622,10.6001886979211,9.67614351469092,6.93426607758738,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0
3424546.1824338,6.24841855000705,7.7897841501981,12.1360847302713,8.60709976521321,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3589003.30659274,10.1291505526751,7.53645787667483,9.04145644628443,12.4622576280963,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
2255867.3441749,7.60057222214527,12.8356297209393,7.64354523317888,11.7251409734599,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2778916.82847322,9.37753296573646,12.4833376863971,10.908184137661,7.43099034717306,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
3584024.17260829,9.002480403753,8.31566716055386,10.9189097774215,12.031245515449,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1
4237436.74517016,6.0148706540931,10.8193680089898,6.08691848674789,8.92565935780294,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1
8239713.79402532,11.9700310549233,10.2508875930216,8.79490232421085,10.6284551136196,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
775785.246565139,12.4082325857598,11.3281088927761,9.5865348642692,7.05614643730223,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1
1504719.88574651,6.86088780290447,9.49332747911103,10.096310947556,9.93274374655448,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
3966432.87751577,8.70234684529714,11.2168144374155,10.6154135465622,12.0438320236281,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
746836.018517014,6.51330586383119,12.7490196195431,10.3106069024652,6.86101471656002,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
2134623.31674357,10.4255347228609,12.5592946046963,9.41087730485015,6.64997278735973,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3682064.86829554,6.81292339204811,6.10830370988697,12.7423407717142,11.879196488997,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
862906.557509249,8.87889500218444,12.7165010944009,6.24116298090667,7.11328136781231,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
4421354.30533642,11.6635779151693,9.1151081728749,8.13067846978083,11.0033094624523,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0
5242840.33996443,12.7195341205224,10.300712631084,10.9331580542494,12.7229740347248,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
1748428.33718809,10.532623748295,6.3366124953609,7.12665322003886,8.21815952449106,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
704118.752102467,11.7968381384853,9.47343616350554,9.77245503477752,7.52314293105155,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0
5327165.41596596,12.2594574915711,8.27617121534422,11.898354036035,10.1832757764496,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
825547.274162858,11.3527342115995,8.66192878363654,6.12205249583349,6.32705728569999,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0
2688259.12700552,10.9902684462722,8.92048766138032,9.00506369234063,7.23480256204493,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
4081878.67654368,8.69640419771895,12.6346464445814,7.91355690383352,10.1999281910248,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
153930.2381336,12.8778186151758,12.987999486737,7.57818281487562,6.76375555060804,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
2874432.28421436,10.2829765218776,12.2325867789332,8.11031244299375,9.1095342268236,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
5387714.78919259,7.43750610109419,11.7327711782418,11.8494196508545,12.057034577243,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
1560995.98174969,7.58418681519106,10.8412089413032,8.67463599424809,7.48591390135698,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
